# Shot_number n_t/(n_d+n_t)
93601     nan
93602     nan
93603     nan
93604     0.999092794456
93605     nan
93606     nan
93607     nan
93608     nan
93609     nan
93610     0.709825856283
93611     nan
93612     0.293770997686
93613     nan
93614     nan
93615     nan
93616     nan
93617     0.241535797734
93618     nan
93619     0.259483433317
93620     nan
93621     nan
93622     0.127699116907
93623     nan
93624     nan
93625     nan
93626     nan
93627     0.879677459327
93628     nan
93629     0.637775798726
93630     nan
93631     nan
93632     nan
93633     nan
93634     0.601952706411
93635     nan
93636     nan
93637     nan
93638     nan
93639     nan
93640     nan
93641     0.0449311786502
93642     nan
93643     nan
93644     0.38295260889
93645     0.331065980722
93646     nan
93647     0.289035135801
93648     0.348725052577
93649     0.30958354753
93650     0.162375465075
93651     0.258090821606
93652     0.270976430954
93653     nan
93654     0.387360158151
93655     0.268932993297
93656     nan
93657     nan
93658     nan
93659     nan
93660     nan
93661     nan
93662     nan
93663     nan
93664     nan
93665     nan
93666     nan
93667     nan
93668     nan
93669     nan
93670     nan
93671     nan
93672     nan
93673     nan
93674     nan
93675     nan
93676     0.0361041321327
93677     0.0103365705357
93678     0.0105155444411
93679     0.0107710391476
93680     0.0110524425951
93681     0.0107743355389
93682     0.0104835582274
93683     0.010601260799
93684     0.0112720938108
93685     0.0103009726191
93686     0.0105021823334
93687     0.0103404217475
93688     0.0106664003528
93689     0.0103243391057
93690     0.010333939924
93691     nan
93692     nan
93693     0.0385658659296
93694     0.0612310777614
93695     0.00958965171235
93696     nan
93697     0.0109601521448
93698     0.0104107826219
93699     0.0736957656472
93700     0.00973287856326
93701     0.00980356708086
93702     0.00980137844878
93703     0.00986607574
93704     0.00976148177364
93705     0.00991278605805
93706     0.00984078663308
93707     0.00977258670825
93708     0.0118271353689
93709     0.00961842043044
93710     0.00973192732129
93711     0.0101947729251
93712     0.00999352167476
93713     0.0102120766053
93714     0.0103336247965
93715     0.0097236037182
93716     0.00967590216086
93717     0.00963862534465
93718     nan
93719     nan
93720     nan
93721     nan
93722     nan
93723     nan
93724     nan
93725     nan
93726     0.0100983805355
93727     0.00989444585928
93728     0.0100349745756
93729     nan
93730     0.0329685364858
93731     0.0103050226841
93732     nan
93733     0.0168724043692
93734     0.0201493380231
93735     0.0103122940456
93736     0.0105867553065
93737     0.0121135015403
93738     0.0107195890108
93739     nan
93740     0.0102386740022
93741     0.00985073953825
93742     0.0100063993422
93743     0.00794920804916
93744     0.00999634524802
93745     0.0105622159915
93746     0.0103968964125
93747     0.0103897947361
93748     0.0135450483761
93749     0.0100749926271
93750     nan
93751     nan
93752     0.00985871160945
93753     0.010368704524
93754     0.00988134221798
93755     0.0105914185591
93756     0.0104350030214
93757     nan
93758     0.0108296027426
93759     nan
93760     0.0109937446812
93761     0.0412352740849
93762     0.0445986770333
93763     0.0110256406869
93764     0.0109083861103
93765     0.0440376641766
93766     0.0110603711608
93767     0.0109541236702
93768     0.0109037285096
93769     0.0106501515786
93770     0.010725488762
93771     0.0106355570414
93772     0.0105956805659
93773     nan
93774     0.00903784455623
93775     0.00928697144947
93776     0.00932836970254
93777     0.00898836167524
93778     0.00907904020116
93779     0.00906186417368
93780     0.00920685939305
93781     0.00945845433287
93782     0.0363129667656
93783     0.00939591908222
93784     0.00990515642005
93785     0.00975043841705
93786     0.0096447082391
93787     0.0294890166415
93788     0.0108042843648
93789     0.0094949204186
93790     0.00981299563283
93791     0.0359395395245
93792     0.00980954743479
93793     0.00958895314856
93794     0.00958530040406
93795     0.00950549800923
93796     0.00955068427895
93797     0.00980580384114
93798     0.00970063147691
93799     0.00954884622991
93800     0.0329809934525
93801     nan
93802     nan
93803     nan
93804     nan
93805     nan
93806     nan
93807     nan
93808     nan
93809     nan
93810     nan
93811     nan
93812     nan
93813     nan
93814     nan
93815     nan
93816     nan
93817     nan
93818     nan
93819     nan
93820     nan
93821     nan
93822     nan
93823     nan
93824     nan
93825     nan
93826     nan
93827     nan
93828     nan
93829     nan
93830     0.0116808632205
93831     0.0102898939091
93832     0.0103045694166
93833     0.0103699161543
93834     0.0101629538648
93835     nan
93836     nan
93837     nan
93838     nan
93839     nan
93840     nan
93841     nan
93842     nan
93843     nan
93844     nan
93845     nan
93846     nan
93847     nan
93848     0.187173647448
93849     nan
93850     nan
93851     nan
93852     nan
93853     nan
93854     nan
93855     0.340475442234
93856     nan
93857     nan
93858     nan
93859     nan
93860     nan
93861     nan
93862     nan
93863     nan
93864     nan
93865     nan
93866     nan
93867     nan
93868     nan
93869     0.134050407396
93870     0.0501360373622
93871     nan
93872     nan
93873     nan
93874     nan
93875     nan
93876     nan
93877     nan
93878     nan
93879     nan
93880     nan
93881     nan
93882     nan
93883     nan
93884     nan
93885     nan
93886     nan
93887     nan
93888     nan
93889     0.952972737185
93890     nan
93891     nan
93892     0.847901826141
93893     nan
93894     nan
93895     nan
93896     0.0390211075493
93897     0.0618850346028
93898     0.00881844885035
93899     nan
93900     nan
93901     0.173710511055
93902     nan
93903     nan
93904     nan
93905     nan
93906     nan
93907     nan
93908     nan
93909     nan
93910     nan
93911     nan
93912     nan
93913     nan
93914     nan
93915     nan
93916     nan
93917     nan
93918     nan
93919     nan
93920     nan
93921     nan
93922     nan
93923     nan
93924     nan
93925     nan
93926     nan
93927     nan
93928     nan
93929     nan
93930     nan
93931     nan
93932     nan
93933     nan
93934     nan
93935     nan
93936     0.00794329451769
93937     0.0075049234859
93938     0.00811300217718
93939     0.00844817664152
93940     0.00819446201868
93941     0.0079208869049
93942     0.00751333606519
93943     0.00789163995469
93944     0.0082130843572
93945     0.00787951013414
93946     0.00800446294537
93947     0.00791021516244
93948     0.00763230559541
93949     0.00788261505584
93950     nan
93951     nan
93952     nan
93953     0.00777589075748
93954     0.00768805122317
93955     0.00790876020997
93956     0.00773185133404
93957     0.00710570862344
93958     0.00706177638184
93959     0.00731919367359
93960     0.00798868857987
93961     0.00829136402115
93962     nan
93963     0.00765469832652
93964     0.00754795843782
93965     0.00734705994339
93966     0.00753411054255
93967     0.00677124863642
93968     0.00671958773998
93969     0.00694916693899
93970     0.0067110114974
93971     nan
93972     nan
93973     nan
93974     0.00757827300797
93975     0.0075029793846
93976     nan
93977     0.00722214293377
93978     0.00713502058438
93979     0.00769087412961
93980     0.00768127427532
93981     0.00788907521675
93982     0.00811426402265
93983     0.00855009943497
93984     0.0086788536626
93985     0.00925246014341
93986     0.00921188862312
93987     0.00910550598493
93988     0.0235917346219
93989     0.00948812172816
93990     0.00954067622785
93991     0.00961272793992
93992     0.00938279688059
93993     0.00948579782026
93994     0.0104192765543
93995     0.00825735002773
93996     0.00890354996332
93997     nan
93998     nan
93999     nan
94000     nan
94001     nan
94002     nan
94003     nan
94004     nan
94005     nan
94006     nan
94007     nan
94008     nan
94009     nan
94010     nan
94011     nan
94012     nan
94013     nan
94014     nan
94015     nan
94016     nan
94017     nan
94018     nan
94019     nan
94020     nan
94021     nan
94022     nan
94023     nan
